Grid size: 100x100
Iterations: 50
Total time: 0.6447 seconds
Time per iteration: 12.8942 ms
         1178390 function calls (1161290 primitive calls) in 1.234 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
       30    0.000    0.000    0.000    0.000 pathlib.py:583(name)
        6    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        4    0.000    0.000    0.000    0.000 core.py:6520(__init__)
       37    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       44    0.000    0.000    0.000    0.000 core.py:3288(initChars)
       54    0.000    0.000    0.000    0.000 pathlib.py:1166(__new__)
        5    0.000    0.000    0.000    0.000 cbook.py:800(__init__)
        9    0.000    0.000    0.000    0.000 overrides.py:30(finalize_array_function_like)
        7    0.000    0.000    0.000    0.000 core.py:4027(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1302(MouseButton)
        3    0.000    0.000    0.000    0.000 core.py:1839(__invert__)
        8    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
      300    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
       14    0.000    0.000    0.000    0.000 __init__.py:145(_check_size)
        1    0.000    0.000    0.000    0.000 ExifTags.py:344(Interop)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
       18    0.000    0.000    0.000    0.000 typing.py:2476(overload)
    38/26    0.000    0.000    0.000    0.000 ast.py:86(_convert)
        4    0.000    0.000    0.000    0.000 pathlib.py:420(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 numerictypes.py:626(_register_types)
        3    0.000    0.000    0.000    0.000 core.py:2763(__init__)
      347    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 _enums.py:17(JoinStyle)
        1    0.000    0.000    0.000    0.000 rrule.py:1307(rruleset)
      105    0.000    0.000    0.000    0.000 _docstring.py:132(do_copy)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1663(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 __config__.py:14(DisplayModes)
        1    0.000    0.000    0.000    0.000 ImageColor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:1(<module>)
       12    0.000    0.000    0.000    0.000 __init__.py:279(get_aliased_and_aliases)
      357    0.000    0.000    0.000    0.000 enum.py:1292(value)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2756(_Mode)
        1    0.000    0.000    0.000    0.000 Image.py:147(Resampling)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 _globals.py:66(_CopyMode)
       54    0.000    0.000    0.000    0.000 core.py:2776(parseImpl)
        1    0.000    0.000    0.000    0.000 scale.py:479(AsinhTransform)
        1    0.000    0.000    0.000    0.000 core.py:6033(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1018(StepPatch)
      110    0.000    0.000    0.000    0.000 __init__.py:17(set_module)
        8    0.000    0.000    0.000    0.000 argparse.py:1708(_add_action)
      264    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
        3    0.000    0.000    0.000    0.000 core.py:5618(__init__)
       31    0.000    0.000    0.000    0.000 warnings.py:503(__exit__)
        1    0.000    0.000    0.000    0.000 transforms.py:2104(IdentityTransform)
        1    0.000    0.000    0.000    0.000 patches.py:1775(Annulus)
       22    0.000    0.000    0.000    0.000 _docstring.py:113(register)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1817(_MathStyle)
       13    0.000    0.000    0.000    0.000 mixins.py:45(_numeric_methods)
        3    0.000    0.000    0.000    0.000 locale.py:347(_replace_encoding)
        3    0.000    0.000    0.000    0.000 colors.py:2046(__init__)
      194    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 _enums.py:109(CapStyle)
        1    0.000    0.000    0.000    0.000 core.py:2785(Keyword)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
      479    0.000    0.000    0.000    0.000 enum.py:251(__init__)
       25    0.000    0.000    0.000    0.000 helpers.py:278(<genexpr>)
        1    0.000    0.000    0.000    0.000 Image.py:138(Transform)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        1    0.000    0.000    0.000    0.000 core.py:5238(IndentedBlock)
       22    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:1(<module>)
       12    0.000    0.000    0.000    0.000 core.py:284(wrapper)
      149    0.000    0.000    0.000    0.000 __init__.py:259(__iter__)
        7    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
       10    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
        2    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 inset.py:14(InsetIndicator)
       65    0.000    0.000    0.000    0.000 inspect.py:303(ismethoddescriptor)
      300    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        2    0.000    0.000    0.000    0.000 __init__.py:203(caching_module_getattr)
        1    0.000    0.000    0.000    0.000 Image.py:166(Dither)
       33    0.000    0.000    0.000    0.000 _parser.py:265(getwhile)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
        1    0.000    0.000    0.000    0.000 patches.py:664(Shadow)
        1    0.000    0.000    0.000    0.000 core.py:3193(view)
        1    0.000    0.000    0.000    0.000 deprecation.py:240(__set_name__)
        1    0.000    0.000    0.000    0.000 text.py:80(Text)
       87    0.000    0.000    0.000    0.000 pathlib.py:569(_tail)
        1    0.000    0.000    0.000    0.000 table.py:39(Cell)
        1    0.000    0.000    0.000    0.000 texmanager.py:56(TexManager)
       48    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:89(<genexpr>)
       58    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 patches.py:1595(Ellipse)
        1    0.000    0.000    0.000    0.000 _tritools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:2286(_Style)
        1    0.000    0.000    0.000    0.000 multiarray.py:81(_override___module__)
       33    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 registry.py:5(BackendFilter)
        4    0.000    0.000    0.000    0.000 _function_base_impl.py:2431(__init__)
        1    0.000    0.000    0.000    0.000 proj3d.py:1(<module>)
      334    0.000    0.000    0.000    0.000 enum.py:1287(name)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       24    0.000    0.000    0.000    0.000 numerictypes.py:594(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 _scalars.py:1(<module>)
        4    0.000    0.000    0.000    0.000 inspect.py:3081(_hash_basis)
       13    0.000    0.000    0.000    0.000 rcsetup.py:298(validate_color_or_auto)
        1    0.000    0.000    0.000    0.000 Image.py:179(Quantize)
       49    0.000    0.000    0.000    0.000 core.py:2747(_generateDefaultName)
       33    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        1    0.000    0.000    0.000    0.000 pickle.py:1129(_Unpickler)
       10    0.000    0.000    0.000    0.000 core.py:5228(_generateDefaultName)
        3    0.000    0.000    0.000    0.000 core.py:4126(__init__)
        3    0.000    0.000    0.000    0.000 core.py:1937(suppress)
        1    0.000    0.000    0.000    0.000 patches.py:941(RegularPolygon)
       49    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 random.py:126(__init__)
        1    0.000    0.000    0.000    0.000 quiver.py:489(Quiver)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        8    0.000    0.000    0.000    0.000 argparse.py:1599(_get_optional_kwargs)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
      204    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
       12    0.000    0.000    0.000    0.000 dataclasses.py:864(_set_new_attribute)
        4    0.000    0.000    0.000    0.000 deprecation.py:505(suppress_matplotlib_deprecation_warning)
        1    0.000    0.000    0.000    0.000 numeric.py:2242(identity)
        1    0.000    0.000    0.000    0.000 _linalg.py:84(EigResult)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
        2    0.000    0.000    0.000    0.000 pathlib.py:1308(mkdir)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        3    0.000    0.000    0.000    0.000 __init__.py:722(_update_raw)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        3    0.000    0.000    0.000    0.000 argparse.py:1999(take_action)
        1    0.000    0.000    0.000    0.000 __init__.py:1293(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:2112(runtime_checkable)
      200    0.000    0.000    0.000    0.000 core.py:520(mayReturnEmpty)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:110(Disposal)
        1    0.000    0.000    0.000    0.000 _trirefine.py:1(<module>)
      173    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 art3d.py:957(Poly3DCollection)
        1    0.000    0.000    0.000    0.000 helpers.py:759(OpAssoc)
        1    0.000    0.000    0.000    0.000 _parser.py:1371(_tzparser)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:516(Image)
        8    0.000    0.000    0.000    0.000 argparse.py:617(_format_args)
        1    0.000    0.000    0.000    0.000 __init__.py:343(__init__)
      125    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 case.py:345(TestCase)
        6    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
        8    0.000    0.000    0.000    0.000 argparse.py:1519(_add_action)
       12    0.000    0.000    0.000    0.000 core.py:6767(<lambda>)
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:3983(__init__)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3287(prod)
        1    0.000    0.000    0.000    0.000 _linalg.py:100(SVDResult)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
       42    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
       34    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
        1    0.000    0.000    0.000    0.000 art3d.py:104(Text3D)
       40    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 getlimits.py:234(_init)
        1    0.000    0.000    0.000    0.000 core.py:4095(__init__)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:491(__call__)
        1    0.000    0.000    0.000    0.000 core.py:6753(__array_finalize__)
       13    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
       25    0.000    0.000    0.000    0.000 {built-in method unicodedata.name}
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
        1    0.000    0.000    0.000    0.000 __init__.py:890(hugepage_setup)
        1    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        6    0.000    0.000    0.000    0.000 warnings.py:182(_add_filter)
       24    0.000    0.000    0.000    0.000 <frozen posixpath>:138(splitroot)
        1    0.000    0.000    0.000    0.000 transforms.py:669(Bbox)
      134    0.000    0.000    0.000    0.000 contextlib.py:446(__exit__)
        4    0.000    0.000    0.000    0.000 rrule.py:80(_invalidates_cache)
       62    0.000    0.000    0.000    0.000 patches.py:2372(_register_style)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 artist.py:116(Artist)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
        1    0.000    0.000    0.000    0.000 _structures.py:1(<module>)
       35    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       85    0.000    0.000    0.000    0.000 core.py:2191(streamline)
       97    0.000    0.000    0.000    0.000 core.py:6813(<genexpr>)
       16    0.000    0.000    0.000    0.000 rcsetup.py:96(_listify_validator)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
      105    0.000    0.000    0.000    0.000 _docstring.py:130(copy)
      276    0.000    0.000    0.000    0.000 {built-in method _operator.eq}
        1    0.000    0.000    0.000    0.000 text.py:1631(Annotation)
        1    0.000    0.000    0.000    0.000 patches.py:990(PathPatch)
        1    0.000    0.000    0.000    0.000 _twodim_base_impl.py:176(eye)
       10    0.000    0.000    0.000    0.000 results.py:398(get)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
      161    0.000    0.000    0.000    0.000 core.py:1954(leave_whitespace)
        1    0.000    0.000    0.000    0.000 results.py:41(ParseResults)
        5    0.000    0.000    0.000    0.000 version.py:133(__lt__)
        1    0.000    0.000    0.000    0.000 fractions.py:162(Fraction)
       50    0.000    0.000    0.000    0.000 cbook.py:1871(_str_lower_equal)
        1    0.000    0.000    0.000    0.000 patches.py:1127(Polygon)
        1    0.000    0.000    0.000    0.000 _ufunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _linalg.py:88(EighResult)
        4    0.000    0.000    0.000    0.000 core.py:1185(__init__)
       75    0.000    0.000    0.000    0.000 inspect.py:517(isbuiltin)
